Month,All Items less Farm Produce. ,All Items less Farm Produce. and Energy,All Items
2012-03,135.0640825321297,134.48699411292435,132.6277723422415
2012-04,135.1834869124,134.70308736179967,132.79922295659264
2012-05,136.65,136.3,133.8002920372419
2012-06,137.99398056122578,136.22421974604507,135.342071582201
2012-07,138.1427059753905,136.50938608928723,135.66247676313074
2012-08,139.00286917706512,137.06224987695114,136.56774345791126
2012-09,139.66,137.68,137.9526004180655
2012-10,140.27806071682744,138.0755038279362,139.17068293579032
2012-11,140.8566196647293,138.7406867421167,140.00870332239566
2012-12,141.8388135042371,139.61419267792581,141.06147887599616
2013-01,143.75443037638993,140.33909342088904,141.94242593503455
2013-02,143.75506692145842,140.50702038679532,143.00478978985183
2013-03,144.76009600274347,142.9078684776818,144.02484802931767
2013-04,144.47595790720226,142.28207249346912,144.81957672026283
2013-05,145.15898785914717,141.8603462839323,145.79400599253356
2013-06,145.545506546588,142.1842783435335,146.64740632154
2013-07,147.23195112289315,145.08657285304582,147.44104732747647
2013-08,149.07411207381017,146.324686853334,147.80838283451527
2013-09,150.00889867014,147.846273316838,148.92247199195367
2013-10,150.9093093053963,148.61669593888786,150.03608402171807
2013-11,151.7732064515896,149.54165350503933,151.1133497920356
2013-12,153.004087167934,150.812343418271,152.28557258334132
2014-01,153.31052009056341,150.70415520167356,153.26452754872915
2014-02,154.05713790678624,151.78113986848416,154.026241605703
2014-03,154.655608093741,152.542319137755,155.2348401193919
2014-04,155.322551575976,153.114792241604,156.189702184791
2014-05,156.326331795436,154.009003185213,157.40589757982508
2014-06,157.3664318135772,154.99254640073906,158.62361686868786
2014-07,157.709293963174,155.354715682884,159.65091163132766
2014-08,158.41206963642375,156.03804851234372,160.42283833484777
2014-09,159.425800451525,157.066903179722,161.30793708717633
2014-10,160.34419605521992,157.99015838921468,162.129385758122
2014-11,161.26730035009115,158.93484606991115,163.092143643553
2014-12,162.52846580918103,160.23897917639394,164.435367926396
2015-01,163.71595922454026,161.41384439229896,165.76640124921758
2015-02,164.83151317131615,162.53376319165505,166.901129082572
